3639,186,5,25
1939,954,5,24
3657,623,5,24
810,36,5,24
311,699,5,23
3903,529,5,23
4837,260,5,23
3016,757,5,22
2776,979,5,21
3747,737,5,21
3310,963,5,20
3530,594,5,20
4148,530,5,20
4694,151,5,20
3261,315,5,19
4986,285,5,19
3998,547,5,18
2746,503,5,18
4701,984,5,17
1164,790,5,17
4933,273,5,17
3333,18,5,17
313,659,5,15
4643,612,5,15
1319,306,5,15
1950,984,5,13
2941,798,5,13
3713,926,5,12
1290,451,5,11
2972,193,5,10
2276,48,5,10
4076,495,5,9
1333,997,5,8
3520,63,5,8
1329,53,5,7
4413,25,5,7
138,835,5,6
521,397,5,6
3754,318,5,6
1449,235,5,6
2174,655,5,5
3811,114,5,5
3140,879,5,4
326,706,5,4
4624,459,5,4
4463,384,5,4
3058,861,5,2
4993,518,5,2
3887,863,5,1
1594,559,5,1
4983,675,6,50
2159,269,6,50
2458,484,6,49
1109,309,6,49
83,307,6,49
4923,304,6,48
794,265,6,48
4754,699,6,46
4835,70,6,46
4425,739,6,44
4752,696,6,44
2056,671,6,44
4445,534,6,44
1419,242,6,44
1645,549,6,43
1107,910,6,41
2454,573,6,41
2846,586,6,40
1516,525,6,40
947,159,6,40
1068,699,6,39
4636,183,6,39
4651,476,6,37
1875,928,6,36
1836,680,6,36
1771,625,6,36
1823,407,6,36
1802,300,6,35
2929,1000,6,34
2828,575,6,34
4920,526,6,33
4605,70,6,33
885,683,6,31
2330,962,6,30
3978,553,6,30
1368,276,6,30
1583,53,6,29
952,44,6,29
2201,357,6,28
4156,162,6,27
1729,700,6,26
3803,660,6,26
4287,593,6,26
1569,246,6,25
945,234,6,25
2966,912,6,24
2170,758,6,23
2775,710,6,23
1009,502,6,21
3741,395,6,21
3995,280,6,21
4542,57,6,21
825,919,6,20
4599,658,6,20
28,315,6,20
4178,267,6,20
872,988,6,19
3627,723,6,19
184,615,6,18
3682,183,6,18
727,595,6,17
4987,555,6,17
3414,536,6,17
3778,409,6,16
1865,14,6,16
4706,557,6,15
4137,445,6,15
3302,809,6,14
179,342,6,14
1250,781,6,13
887,552,6,13
3018,393,6,13
2129,382,6,13
1420,55,6,12
4572,441,6,11
2478,821,6,10
4915,533,6,10
4822,524,6,9
3200,382,6,9
296,957,6,7
351,918,6,7
2197,609,6,7
1539,318,6,7
2230,713,6,6
140,709,6,5
1151,705,6,5
4119,536,6,5
4704,430,6,5
3940,212,6,5
2490,761,6,4
2491,456,6,4
2022,224,6,4
561,47,6,4
4904,75,6,2
4090,17,6,2
4439,648,6,1
1172,185,7,50
3434,129,7,49
1589,970,7,48
2038,295,7,48
3313,73,7,48
4513,998,7,47
150,628,7,47
4029,473,7,47
513,937,7,46
1992,411,7,45
1317,408,7,45
4713,355,7,45
3174,353,7,45
3585,296,7,44
1182,86,7,44
826,764,7,43
1488,622,7,43
3328,470,7,43
909,159,7,43
3285,34,7,42
1061,979,7,41
3727,640,7,41
4510,281,7,38
455,262,7,38
1762,331,7,37
1444,645,7,36
4978,457,7,36
1691,439,7,35
889,525,7,34
815,518,7,34
1965,728,7,33
2035,588,7,33
59,923,7,32
4900,967,7,31
3307,493,7,31
2748,475,7,30
2347,611,7,29
1742,475,7,29
3284,275,7,29
2363,171,7,29
114,617,7,27
2029,938,7,26
3946,381,7,26
2126,229,7,26
3412,176,7,25
2919,301,7,24
4240,675,7,23
1401,438,7,23
992,876,7,22
4504,383,7,22
3768,463,7,21
4407,849,7,20
995,579,7,20
4328,244,7,20
4465,79,7,20
807,71,7,20
1682,56,7,20
994,210,7,19
2558,830,7,18
3507,715,7,18
2873,684,7,18
2481,154,7,18
525,146,7,18
462,749,7,16
4005,603,7,16
3864,574,7,16
788,922,7,15
1267,593,7,15
3861,130,7,15
2695,963,7,14
1022,802,7,14
1350,650,7,14
1947,752,7,13
2718,678,7,13
4079,436,7,13
2436,279,7,13
3175,273,7,13
3112,965,7,11
448,278,7,10
3327,231,7,10
443,293,7,9
1306,214,7,9
4595,998,7,8
1018,604,7,8
572,325,7,8
4496,340,7,7
3789,189,7,7
2681,994,7,6
854,720,7,6
4788,493,7,6
2058,95,7,6
606,623,7,5
4432,473,7,4
4781,307,7,4
3666,730,7,3
3829,721,7,3
653,11,7,3
4037,950,7,2
2355,778,7,2
1081,68,7,2
499,273,7,1
3722,216,7,1
1620,806,8,50
4334,563,8,50
2419,12,8,50
3578,627,8,49
2996,584,8,49
4656,760,8,48
4911,500,8,48
3640,855,8,47
3557,624,8,47
3807,475,8,46
3719,976,8,45
4143,532,8,45
1269,211,8,44
860,887,8,43
3300,144,8,43
4995,12,8,43
2864,837,8,42
1046,898,8,41
51,871,8,41
2051,702,8,41
353,838,8,40
461,184,8,40
174,546,8,39
2024,29,8,39
2303,473,8,38
3785,774,8,37
3352,338,8,37
668,213,8,37
3820,19,8,37
4129,176,8,36
549,562,8,35
3628,439,8,35
2251,820,8,34
3603,390,8,34
891,607,8,33
723,726,8,32
2199,657,8,32
1279,799,8,31
3565,558,8,31
695,973,8,30
2511,913,8,30
357,484,8,30
3110,202,8,30
1303,911,8,29
2832,722,8,29
2416,47,8,29
4736,581,8,28
1990,51,8,28
17,981,8,27
2010,986,8,26
3470,183,8,26
316,430,8,25
1701,248,8,24
3890,970,8,22
4856,314,8,22
1035,924,8,20
2634,70,8,20
3899,463,8,18
693,615,8,17
883,245,8,15
1434,874,8,14
4744,382,8,13
3045,191,8,13
990,169,8,13
33,957,8,12
3761,672,8,12
4282,606,8,12
4087,353,8,12
1037,296,8,12
3451,992,8,11
1643,558,8,11
4475,303,8,11
4061,921,8,10
2205,759,8,10
3654,772,8,8
3091,474,8,8
816,422,8,8
873,358,8,8
4221,744,8,7
4332,987,8,6
2305,890,8,6
3192,639,8,6
2623,369,8,6
4279,734,8,5
2319,426,8,4
4938,323,8,4
2799,133,8,4
1636,421,8,3
4999,908,8,2
2657,521,8,2
1138,119,8,2
169,36,8,2
1147,613,8,1
3959,952,9,50
4198,611,9,50
3033,497,9,50
1213,171,9,50
340,681,9,48
1585,475,9,48
3559,214,9,48
4859,61,9,48
4395,609,9,47
920,606,9,47
2951,87,9,47
4524,709,9,46
2300,658,9,46
1011,488,9,46
1905,904,9,45
2154,726,9,45
4451,337,9,45
4466,272,9,45
2625,257,9,45
4625,126,9,45
1647,836,9,44
4374,792,9,44
1716,727,9,44
3391,194,9,44
1471,720,9,43
4809,320,9,43
117,35,9,43
3857,885,9,41
3885,787,9,40
1841,690,9,39
1665,651,9,39
680,382,9,39
1969,495,9,37
4251,77,9,37
2016,532,9,36
3675,508,9,36
4509,871,9,35
745,656,9,35
1199,825,9,33
4473,576,9,33
1671,360,9,32
2087,253,9,32
2979,881,9,31
694,816,9,31
192,712,9,31
3809,925,9,30
4847,178,9,30
2348,895,9,29
3089,339,9,29
1446,76,9,29
136,958,9,28
1914,241,9,27
613,873,9,26
4405,752,9,26
2673,221,9,26
2793,286,9,25
3968,409,9,24
3484,304,9,24
1300,102,9,24
3305,301,9,23
852,118,9,23
1217,980,9,22
3926,471,9,21
107,821,9,20
4610,152,9,20
4785,539,9,19
221,529,9,19
2915,311,9,18
4674,210,9,18
2389,949,9,17
4164,865,9,17
1934,103,9,17
646,781,9,16
4534,501,9,16
1855,320,9,16
4171,989,9,15
2651,684,9,15
2524,649,9,15
4994,834,9,13
2033,554,9,13
3187,317,9,12
2334,485,9,11
2525,987,9,10
2190,590,9,10
3487,500,9,10
3115,204,9,10
2135,921,9,9
2128,880,9,9
3468,521,9,9
1846,330,9,9
2449,105,9,9
2665,919,9,8
718,851,9,8
1242,457,9,8
4552,284,9,8
1104,755,9,7
482,806,9,6
1571,781,9,6
733,520,9,6
1156,503,9,6
581,231,9,6
4177,293,9,5
3504,787,9,4
3436,538,9,3
944,440,9,2
1575,399,9,2
3823,340,9,2
2137,293,9,1
579,36,9,1
1220,860,10,49
55,592,10,49
4700,312,10,49
3683,558,10,48
1747,315,10,48
610,778,10,47
1536,753,10,47
976,502,10,47
465,927,10,46
937,856,10,46
3108,536,10,46
1750,661,10,45
764,924,10,44
4498,712,10,44
3580,851,10,42
3344,631,10,42
263,522,10,42
2281,307,10,42
3122,113,10,41
4804,832,10,40
2062,794,10,40
3223,710,10,39
2936,926,10,38
4698,885,10,38
783,611,10,38
2164,526,10,38
814,143,10,38
758,116,10,38
3764,721,10,37
1207,260,10,37
2039,858,10,36
2964,696,10,35
3373,502,10,35
4028,165,10,34
190,700,10,33
3378,258,10,33
4102,104,10,32
3915,675,10,31
3749,868,10,30
1148,246,10,30
1754,167,10,30
1284,997,10,29
1741,820,10,28
4865,782,10,28
3198,607,10,28
3825,59,10,28
2891,21,10,28
3678,851,10,27
2318,197,10,27
984,138,10,27
2668,30,10,27
1244,957,10,25
1545,93,10,25
4642,892,10,23
3533,657,10,23
158,972,10,22
3262,316,10,22
2639,76,10,22
991,32,10,22
355,872,10,21
588,838,10,21
2463,398,10,21
267,108,10,20
1327,309,10,19
4449,316,10,18
1480,430,10,17
1145,255,10,16
2021,87,10,16
3409,718,10,15
4626,682,10,15
862,923,10,14
4689,870,10,13
3005,752,10,13
4864,413,10,13
2354,117,10,13
254,746,10,12
1499,416,10,11
4712,365,10,11
3653,503,10,10
565,222,10,10
3798,162,10,9
1455,987,10,8
3202,838,10,8
1833,622,10,8
4410,391,10,8
4925,190,10,8
1690,943,10,6
1817,1000,10,5
3669,731,10,5
3116,44,10,5
2616,439,10,4
4100,414,10,4
3509,407,10,4
4485,755,10,3
4782,442,10,2
1876,717,10,1
223,695,10,1
3594,576,11,48
4617,584,11,47
1523,525,11,47
3019,421,11,47
3094,402,11,47
4771,973,11,46
3244,682,11,46
2721,981,11,45
2603,819,11,44
4649,813,11,43
664,441,11,43
2382,181,11,43
3078,104,11,43
802,679,11,42
4577,919,11,41
3982,731,11,41
2117,665,11,41
2535,176,11,40
3961,109,11,39
3981,100,11,38
4295,785,11,35
2519,609,11,35
1032,295,11,35
2479,691,11,34
2484,359,11,34
3124,847,11,33
4592,733,11,33
2505,645,11,33
1568,404,11,33
3638,118,11,33
4555,532,11,32
3732,356,11,32
3630,525,11,31
720,406,11,31
3550,858,11,30
1232,342,11,30
2595,830,11,28
2921,221,11,27
678,282,11,26
645,136,11,25
4176,979,11,24
1895,850,11,24
3549,508,11,24
703,212,11,24
4597,645,11,23
139,26,11,23
470,694,11,22
4365,416,11,22
4794,258,11,22
1787,980,11,20
3387,756,11,20
4613,630,11,20
1720,290,11,20
4063,118,11,20
377,895,11,19
4286,858,11,19
3298,455,11,19
4616,605,11,18
1605,761,11,17
2938,504,11,17
4727,733,11,16
4234,74,11,16
2312,576,11,15
1238,169,11,15
3332,554,11,14
238,301,11,14
1786,581,11,13
2912,964,11,11
3466,374,11,11
568,289,11,11
3275,878,11,10
2666,363,11,9
3150,271,11,9
3208,171,11,9
4110,347,11,8
3540,388,11,6
737,53,11,5
3189,949,11,4
1321,863,11,3
2160,137,11,3
2297,951,11,2
544,982,11,1
3469,941,11,1
3180,652,12,49
574,220,12,49
3735,19,12,49
3923,24,12,48
125,441,12,47
2572,354,12,47
2446,241,12,47
2459,45,12,47
344,354,12,45
4737,208,12,45
3689,150,12,45
4034,619,12,44
4136,447,12,44
1782,149,12,44
2247,477,12,43
674,900,12,42
2353,781,12,42
2808,289,12,42
3039,106,12,41
2704,760,12,40
1652,544,12,40
3667,240,12,40
970,228,12,40
626,854,12,39
3545,821,12,39
3472,749,12,39
4620,106,12,39
593,15,12,39
3527,372,12,38
2150,46,12,38
2245,709,12,37
4862,288,12,37
615,854,12,36
3763,724,12,36
2386,657,12,36
1677,411,12,36
523,361,12,36
4494,120,12,36
425,935,12,35
3236,182,12,35
3266,341,12,34
321,861,12,33
309,730,12,33
3340,238,12,33
358,50,12,33
2523,973,12,32
2899,956,12,32
3306,917,12,32
1844,185,12,32
1654,536,12,31
3295,439,12,31
294,38,12,31
4080,505,12,30
1873,212,12,30
145,733,12,28
305,657,12,28
2144,119,12,28
426,356,12,27
2520,204,12,27
2392,364,12,26
3226,484,12,25
4056,425,12,25
97,414,12,24
697,325,12,24
1124,311,12,24
4568,235,12,24
759,191,12,24
361,883,12,23
167,315,12,23
3366,471,12,22
4014,931,12,21
4294,693,12,21
2656,667,12,21
582,663,12,21
998,994,12,20
1428,922,12,20
2390,772,12,20
1663,744,12,20
2738,481,12,20
1768,278,12,20
4396,607,12,19
503,137,12,19
1472,370,12,18
3902,36,12,18
1240,876,12,17
2381,503,12,17
1095,911,12,15
105,664,12,15
4259,100,12,15
4908,585,12,14
1978,124,12,14
2779,123,12,14
1093,989,12,13
620,759,12,13
4235,542,12,12
4311,465,12,12
2713,219,12,12
4237,84,12,12
219,256,12,11
1015,921,12,10
1502,801,12,10
152,582,12,10
1766,229,12,10
4404,480,12,9
3642,630,12,8
1019,235,12,8
4265,920,12,6
4758,711,12,6
595,686,12,6
765,645,12,6
4233,594,12,6
2091,482,12,6
2055,906,12,4
385,272,12,4
2870,893,12,3
964,607,12,3
575,415,12,3
2070,246,12,3
1102,900,12,2
2377,514,12,2
1154,207,12,2
2804,908,13,49
1506,703,13,48
4032,272,13,48
3001,415,13,47
2859,831,13,46
1951,535,13,46
4692,312,13,46
4035,861,13,45
3815,513,13,45
1055,451,13,45
270,69,13,45
1194,881,13,44
4650,215,13,44
1838,806,13,43
3740,157,13,43
4523,589,13,42
3264,697,13,41
4162,390,13,41
2997,379,13,41
1149,370,13,41
4467,280,13,41
4333,59,13,40
3980,842,13,39
3149,360,13,39
4189,248,13,39
2888,903,13,38
1563,793,13,38
3043,298,13,38
4735,786,13,37
2709,965,13,36
44,364,13,36
2855,12,13,35
4429,649,13,34
779,225,13,34
1721,389,13,33
2216,741,13,32
4125,607,13,32
1709,12,13,32
4639,425,13,31
2889,168,13,30
4074,20,13,30
2214,601,13,29
4745,562,13,29
3067,242,13,29
4462,151,13,28
3877,746,13,27
4476,274,13,27
2313,56,13,27
1258,592,13,26
4146,914,13,24
2613,894,13,24
4377,652,13,24
454,611,13,24
3237,467,13,23
1114,184,13,23
2041,91,13,21
1112,95,13,20
2325,852,13,19
4369,839,13,19
3850,730,13,19
4232,659,13,19
1464,568,13,18
3142,750,13,17
212,749,13,17
4664,194,13,17
4053,820,13,16
1500,336,13,16
1042,361,13,15
2493,563,13,14
1684,214,13,14
4914,769,13,13
675,642,13,13
1125,417,13,13
3610,319,13,13
2690,966,13,12
563,471,13,12
1209,304,13,12
1452,991,13,11
4960,36,13,11
2346,949,13,10
851,660,13,10
1360,861,13,9
2119,288,13,9
847,103,13,9
1805,585,13,8
2816,103,13,8
2980,18,13,8
1570,632,13,7
3193,554,13,7
4747,494,13,7
1757,20,13,7
1668,993,13,5
2522,17,13,5
2037,685,13,3
2439,625,13,3
1966,99,13,3
4779,676,13,2
868,413,13,2
623,542,13,1
2943,537,13,1
1779,246,13,1
1307,750,14,50
2988,229,14,50
571,913,14,49
4959,290,14,49
3659,959,14,48
1871,793,14,47
2083,768,14,47
2965,914,14,46
3624,804,14,46
3794,589,14,46
932,256,14,46
330,909,14,45
3364,626,14,43
43,816,14,42
3432,474,14,42
1308,834,14,41
1521,595,14,41
4403,517,14,40
2615,171,14,40
809,698,14,38
600,691,14,36
2009,253,14,36
3157,321,14,35
1655,978,14,34
4631,367,14,34
1592,787,14,33
4997,293,14,33
2797,923,14,32
628,811,14,32
4398,755,14,31
1289,676,14,31
2957,469,14,31
3011,926,14,30
2961,777,14,30
2685,921,14,29
1302,863,14,29
3330,528,14,29
3984,417,14,28
1991,390,14,28
1192,511,14,27
2880,301,14,27
2566,995,14,26
1906,937,14,26
781,705,14,26
1773,687,14,25
833,152,14,25
4444,17,14,25
3599,12,14,25
3757,91,14,24
2902,865,14,23
446,731,14,22
258,686,14,22
172,222,14,22
4947,657,14,21
1507,532,14,21
2102,193,14,21
517,271,14,19
813,771,14,18
3637,653,14,18
2283,382,14,18
2722,804,14,17
4895,442,14,17
4152,684,14,16
4697,546,14,15
2136,780,14,14
3270,926,14,13
3459,565,14,13
4350,26,14,13
3613,445,14,12
2762,269,14,12
3158,248,14,12
266,184,14,11
3833,389,14,10
2408,277,14,10
865,272,14,9
1174,239,14,9
1313,230,14,9
274,409,14,8
3567,104,14,8
1285,903,14,7
842,727,14,6
2798,146,14,5
2457,49,14,4
1010,810,14,2
104,591,14,1
2104,531,14,1
1827,911,15,50
2786,525,15,50
3973,319,15,50
4026,218,15,50
4930,680,15,48
2661,614,15,48
1196,891,15,47
1796,852,15,47
2894,503,15,47
4968,424,15,47
2032,957,15,45
1324,732,15,45
1811,926,15,44
3127,112,15,44
957,123,15,43
2093,99,15,42
26,959,15,41
1354,660,15,41
2025,243,15,41
1051,693,15,40
2260,374,15,39
1572,212,15,39
706,870,15,38
2874,989,15,37
3486,731,15,36
4606,430,15,36
2397,374,15,36
4799,267,15,36
767,886,15,35
3852,598,15,34
4725,532,15,34
698,11,15,34
660,689,15,32
4460,643,15,32
2896,489,15,31
3473,302,15,30
1312,34,15,30
4633,887,15,29
3126,539,15,29
4242,278,15,29
4167,935,15,27
2881,867,15,26
801,610,15,26
3546,163,15,26
763,107,15,26
2785,656,15,25
2394,172,15,25
2662,826,15,24
3457,588,15,24
1760,164,15,24
4085,614,15,23
1355,270,15,23
2068,97,15,23
1486,949,15,22
4271,835,15,21
4531,190,15,21
348,243,15,20
4533,87,15,20
2181,41,15,20
2096,953,15,19
4193,822,15,17
892,759,15,17
2609,443,15,16
4982,905,15,15
3849,692,15,13
160,327,15,13
2310,283,15,13
253,47,15,13
4346,873,15,12
1091,301,15,11
3706,185,15,11
2854,892,15,9
2036,764,15,9
4627,666,15,9
4133,485,15,9
3471,207,15,8
1973,174,15,8
1236,992,15,7
638,808,15,7
4512,869,15,6
431,322,15,6
2257,91,15,6
3575,141,15,5
4114,219,15,4
4199,17,15,4
4103,894,15,3
861,792,15,3
2998,657,15,3
2773,256,15,2
830,187,15,2
3065,640,15,1
2900,615,16,49
4453,501,16,49
982,118,16,49
2633,807,16,48
2683,652,16,47
3289,292,16,47
243,987,16,46
836,944,16,46
1259,774,16,46
1781,672,16,46
1370,55,16,46
823,15,16,46
4881,589,16,45
1813,760,16,44
4723,725,16,44
1153,412,16,44
3755,405,16,44
3032,10,16,44
953,671,16,43
1913,181,16,43
1710,869,16,42
4023,369,16,42
3718,423,16,39
894,380,16,39
3141,970,16,38
659,891,16,38
1745,426,16,38
1559,206,16,38
1118,666,16,36
